BGME,Precily
0.9123723301825398,0.9077908383427928
0.9814087962519576,0.9808709765529521
0.8416579705384394,0.8347712301900421
0.9867330029991623,0.9775790938398632
0.9378238180214775,0.8164162124478374
0.953585235189243,0.9288388648446644
0.930520349703092,0.9530153472133913
0.9027898439957005,0.9221718706565101
0.8932063267515553,0.8878731688550735
0.9252037261485422,0.907998017632918
0.9588608130260227,0.9549604035740669
0.9890139979598945,0.9677460265288185
0.9749392792386914,0.9353043185978224
0.6831596157868353,0.8362125633472934
0.9353016975742803,0.8929939844576558
0.9853508302477691,0.9738852192262277
0.9508791888629637,0.918520263317306
0.9350443562297858,0.8983051664482183
0.9662835498693797,0.952487412541396
0.8761271058581555,0.842034595157973
0.9923218480256224,0.9942786110237429
0.9464313736937929,0.9333367108557754
0.6959799758990418,0.6438332317797762
0.9381110577093525,0.9476093344093628
0.9727484075001436,0.9540716606697012
0.7535943625595198,0.8210110109790717
0.956184968230502,0.9436822049774234
0.9745299154380821,0.8746332934927995
0.932543170481524,0.9446858780687596
0.977658351473155,0.9693070683109728
0.9062139497542223,0.8969446310741631
0.9684872212944837,0.9658246400997573
0.9676247090487291,0.952505374061126
0.9499050087363257,0.9292799031790565
0.9602086929292166,0.9373286181228213
0.9953144714801433,0.9853424892058024
0.9820517548043627,0.9791797707742038
0.9652888253905774,0.9613410700195296
0.9400715950565172,0.9203150153844775
0.9109416908086895,0.8156346595158015
0.9433842558197605,0.9419942844818107
0.9553351979195693,0.9210092997955467
0.9777899946558823,0.9798180300336639
0.9167752965077091,0.8239585085348781
0.9109507882175188,0.9347424836037884
0.975258732562597,0.975183656667657
0.9356172586248718,0.9300454238998436
0.9378550623616414,0.9099249666680177
0.9633559283025211,0.904081142751625
0.9662188249001316,0.9574528194357933
0.9421816853215115,0.9311118757359536
0.961423538093909,0.949626158062084
0.9190598292087886,0.877960217205939
0.9747961450791669,0.9733783818576496
0.7994088508179514,0.7608969400272576
0.8997809251313017,0.905078106595718
0.7853750727621733,0.6553870731470789
