BGME,Precily
0.8863967937132065,0.9840023993462482
0.6511937417964115,0.8915594167041667
0.802934714609729,1.0603739876518719
1.1451245368302043,1.3254090217587557
0.7202907377290679,0.8242110293778999
0.7995434533283843,0.9002118208430182
0.821880541727,0.8822493228777295
1.0408072004170539,1.3409609933614883
0.9611404795893655,1.1147404534777485
1.1488072175966202,1.335430087656132
1.1387338948135617,1.2412398348302423
0.8703639999029346,0.9731321591922742
0.6716015263199205,0.8157779141718927
1.1263640227343823,1.239032517932128
0.6491713199865407,0.7119142048236913
1.467935081325403,1.6450610821758216
0.5042734280358164,0.5622743342480495
0.7334989939063981,1.0607883192485135
0.9188121498263021,1.0491799355678848
0.6802742068237307,2.124356469251834
0.5858653205460872,0.8152644123502772
0.6239307565866531,0.7673779641844367
0.7163843870388402,0.9802115297303338
1.1057626277064556,1.688647712377166
0.9319422985217379,1.028296707037789
0.7941864569961183,0.9139656507278296
0.5938515368717338,0.7166377830246297
1.0022592266700816,1.0382915798512586
0.38345802027285086,0.4099822200157554
0.9145146639294298,1.0432655890349554
0.7775905947475726,0.8596984271881348
0.7253211221743425,0.8058372005681195
0.8926523115533074,0.912722778329415
0.5907822318533869,0.6692508223904036
0.7984118777503534,0.7972880344601744
0.7890404774976701,0.9730049713762824
0.8805091556806202,0.8714676599606803
0.7725020238227425,0.8418208058665645
0.7948936969986509,1.9227267886019368
0.7207195172259535,0.8431160281703989
0.5573912980746353,0.6916337851729579
0.7037594405115332,1.0398673442171482
0.6982866356853509,0.8076458296280016
0.8629132788293354,1.0618413212173468
1.089652861975356,1.1768760498487794
0.6151079841912691,0.7017083341986476
0.7955546789109106,0.9975146786672314
1.0709196773237644,1.1390029441799367
1.1077374810314389,1.3400689308643778
0.8173938355947934,0.8626168005966133
0.6918408693662046,0.9393665912747146
2.0117636686197575,2.114111119643662
1.0058205958954571,1.2265273010535813
0.7216512890148025,0.8367610456495581
0.6913010363771265,0.7381246548949745
1.476742073695661,1.4933978494490618
0.7073469756117459,0.8195478150791958
1.0297193816617871,0.9873569448321745
1.2600483341909112,1.2715996557524478
0.976352665285464,1.0730682101086932
1.1594517591948084,1.2855005084383935
0.9357449229932707,0.9104063416719381
0.6395382788723089,1.2597806233503193
0.4602362783528991,0.6503419758178922
0.6289745362060885,0.6719412804161519
0.782043749609488,0.8887282054313057
0.5592288062608383,0.5787539636685934
1.0430312117187863,1.183852865612155
0.6020600827833701,0.6224311333909579
1.078383233614662,1.168518823858381
0.5556218875417821,0.6126814740775167
0.8170747034004331,0.8493269831586332
0.9201216852310807,1.0551994966579885
1.085727276150273,1.1286735887088335
0.5644100118949806,0.6002149676519541
0.9790496240152007,1.0574680883299563
0.7658026359749942,1.1279642918913804
0.6980676961302238,0.8842825083586137
0.650597153671325,0.7082506423225808
0.9816579822159127,1.0627540450834039
0.7888592001139227,1.024308958572409
0.8837225894722752,0.9529428688262801
0.5807092897229277,0.5824895033181141
1.051523298893365,1.1340891004816818
0.5770340365671393,0.7747058520469712
0.5625450158683486,0.7070080540130013
0.7665876891518657,0.8529954036086437
0.5418709639662583,0.6617648510583961
0.7126345959586106,0.8942062634574225
0.933075652356025,1.1122842577744028
0.7310886261195741,0.9099828667949671
0.6429813797010151,0.8019022953943252
0.5059592707594053,0.6312012890618168
0.7264401297056462,0.875686695304644
0.46594883493422223,0.5413101022577105
0.6023511530449558,0.6801007469242846
0.6963368800494445,0.6797762752822079
0.480244130374203,0.5052772146928985
0.5958320994119908,0.6622798685143791
0.9512685717793925,1.0694655650635125
0.42231339320464495,0.5186133555652054
0.8627545435351566,0.9329526471433807
0.9154190358803562,1.013700920178213
1.0126761658466876,1.1860437298376634
0.8788352159487633,1.0518967337813931
0.6232853003011904,0.8474288318874114
0.8216112102496809,0.893808101687286
0.8438299746817982,0.8879206708423434
0.765794884156105,0.8122551859793505
0.8428273611280324,0.990781400071984
0.824021031032405,1.5386683447801561
1.120241473325868,1.189506087229422
0.9419035982714321,0.9608681649403618
0.6581853877045882,0.6981618737021984
0.7926050206307719,1.061014911842277
0.990431577126225,1.3766988369984121
1.4310187448901763,1.2757119282326919
0.5347751077225886,0.6383506392103375
0.9165560194875852,1.0356276727056477
0.9154187667347745,1.0882613186852843
0.5519172180321993,0.5888164520558514
0.7758047694830883,0.8211216838280122
1.0599740532499822,1.301819310633659
0.7188786149477864,0.8062236501818059
0.8765726671561394,1.0177628385751192
0.8554350484205392,0.9767566051693186
0.8325021607329619,0.9713041415018493
1.2000359132663558,1.177570741257782
0.7393793054654205,0.7675625181833567
0.724976620220656,0.8222930183064207
0.780688917306117,0.9366559561401767
0.6006995618042816,0.765830809808144
0.8648802903468156,0.9237914845843149
1.2689779410900652,1.4599324235157678
0.7441896941664935,0.8298861250833529
0.811966330238716,0.9197523905229759
1.0009125277882713,1.1445313343501142
0.9651856562184006,1.0664348713110374
1.0678335857314358,1.0145993062250458
1.0032046402507289,1.156816901431908
0.9521577828565765,1.075289125708761
0.876068533125236,1.0725999110229023
0.5954260904924118,0.6164608591544071
0.7031934585802697,0.799577802529432
0.8699461217780179,0.9355903782792016
0.9923020426553655,1.087805030498101
0.5024270303975747,0.5860806378403322
0.7913096985690159,0.8235694821420763
1.4660752055005926,1.8404978195135915
0.9632019149332544,1.0277094920237455
0.7387909433795672,0.8446143290827742
0.6273448005082615,0.8628313467008375
0.6488782397868206,1.0881761361153426
0.7260078216915976,0.7984494643902633
0.5863850948401099,0.7298026071354556
1.0156028317770456,1.0711742243218159
0.7037963114900536,0.9542262006220416
0.423100759471591,0.5250782059864174
0.4871440771152164,0.5579515682636693
0.9753795906618179,1.1221598673867597
1.1527151158196354,1.3600228717023444
0.7849116330644447,0.901962328180444
0.7488691273040227,0.9901182409775775
0.6795879611701225,0.6999151470573121
0.4158182857191746,0.4724903495315345
1.281547043648196,1.2925637574420905
0.778102773094409,0.8704863573242949
0.8082556945865471,0.96320863103894
0.703546060935572,1.1782451703355168
0.5796872587407094,0.5943413126208028
0.7060110754824479,0.8176237510682793
0.5967945601586895,0.7603134921634268
0.7918334080809045,0.9107737640719371
1.0114989702326525,1.1776051563502148
1.1707687014574535,1.2550934893686425
0.544811711782542,0.5561155073234064
1.1550015311704944,1.4118792462603833
1.0940358854446688,1.6310228816298118
0.8772410582452721,1.0498529486971635
0.42071901869424755,0.5217621060606435
1.0276153629487128,1.307486858294057
1.3015171101166556,1.4028438157491265
0.7480427255142413,0.7600288507356637
0.8434912164285214,0.9026664893830414
0.4404333870128145,0.47386514996385093
0.8430501407710674,1.1535374906023574
0.6428142228651478,0.6825177421114519
0.5147858433139865,0.5676657184861269
0.5533418567048979,0.5953851289040811
0.817187970711889,1.051815375507761
0.9629598557670951,1.2601514475023619
0.6501868526061669,0.6749470301094328
1.0003442485794793,0.9890980990617009
0.7889358700570499,1.0185156435872456
0.7754326083794052,0.853087558927527
0.7302019776009079,0.792176353225958
0.6634070902093532,0.8288739597004074
0.5101899448090846,0.6725111507169435
0.9087814146486936,1.0166414503558667
0.9086412967237569,0.972166581354309
0.8088711232641705,0.9836949721934403
0.5807770367592486,0.7661246592377381
1.1753733036209042,1.3469149138798782
0.8971056100232874,1.0399022054207114
0.6815402925994649,0.848408294474131
0.4018444656355927,0.4445093113000458
