BGME,GME,BME
0.6819101258989764,0.6846021991815815,0.6958141751107684
0.8831478681749635,0.8689322712120894,0.8916175631238249
0.8353330547939175,0.8494438552332355,0.7779583790386155
0.6148396410824627,0.6299130837508375,0.6397461998636823
0.7003916088055275,0.7280103108266136,0.6721156269777017
0.890838977311678,0.8945142767171269,0.8166767622882105
0.6841457849844222,0.6537912198979792,0.5812272268305988
0.8143818187943923,0.8094601283473106,0.738277327703956
0.8932260045295495,0.8834689886129102,0.8436450769151705
0.8363144833402392,0.8512353691701778,0.8327155590539914
0.5768884946252077,0.5420300690513098,0.5411494263163611
0.743775306119717,0.7450648200979154,0.7374203820212812
0.7915426510827479,0.7769372087698647,0.6661436241218888
0.7507219770455646,0.7492286086480469,0.7151422468918288
0.6931265799774912,0.7122408639356409,0.6614324076110624
0.5067337363599576,0.46028559500679556,0.4422865745681053
0.7946431237543672,0.8020440119855659,0.7703520607418016
0.8534818885319736,0.8515379086977194,0.8129157594119978
0.78356803202972,0.7740927120451095,0.7209241795360649
0.8674293617682935,0.8343768909935264,0.7890390668178889
0.8784696077108196,0.8964514352384126,0.8620725444790691
0.8583134858680602,0.8487258821481639,0.8084785494257862
0.7350984935414028,0.5901643640008537,0.6481211568139295
0.8152734924535132,0.7863854889355425,0.7325582976189547
0.8158855090139645,0.8033697596883004,0.7547947214017872
0.8945992874202571,0.9008284921278573,0.8651512004046751
0.9381879787858977,0.9403009466888611,0.8813155547650787
0.5864963845366049,0.5584857682431653,0.5407178978737134
0.7182068455124951,0.7036107219666349,0.6578012209992448
0.744664113022245,0.6929251299925988,0.7096965949978292
0.49171791862783726,0.4972621187804344,0.48454731618948854
0.8925212664431896,0.8963657951544427,0.8611108486697658
0.6208611388430022,0.6612086508393749,0.6187166471831418
0.5648138014044576,0.5977177406940742,0.48144959141211763
0.7736077982638186,0.8020304003274902,0.7760016298974379
0.7998327839576146,0.7831054121976597,0.7354425663534228
0.3453610666780305,0.36514219563197775,0.35238963225194986
0.8711011474178093,0.8734405849677089,0.8348198615774488
0.7431729638249949,0.728713076152708,0.6953540522489059
0.8725675121385479,0.8591555740696727,0.8548440258551724
0.7850268501634464,0.7699746747304933,0.7314040832251324
0.9099176893465348,0.9156018915831331,0.8352432065115777
0.8475464313239824,0.8394231211451398,0.845103403030141
0.8844650673704711,0.8497304221243382,0.7725710665121436
0.4857219981934521,0.5273610123062089,0.5534891724727424
0.7244039355099178,0.7525325126065319,0.7567332724180641
0.634427850586688,0.65542185921841,0.5971193725379904
0.6438743660774608,0.6426103649392884,0.6906796793792008
0.8864069108087825,0.8956020728461095,0.8665082556596081
0.7277047711173663,0.7493819643390695,0.7059838055211032
0.8596175781119214,0.8671112612737262,0.8060154889058192
0.7890807654806669,0.7507025697022813,0.7811948507204866
0.901516001798685,0.8778106878868995,0.8910469644870433
0.5399534761968071,0.5560423486445686,0.45167967308594587
0.6144798342885641,0.6260387387861217,0.5922687166355138
0.603135420143485,0.6207529827446068,0.575508068304427
0.770966180775462,0.7833224649821728,0.7531314462017495
0.8163193104071141,0.7885922220802792,0.8118686721527623
0.6510386005788549,0.6299408738990919,0.5368355341007052
0.609667222199871,0.7443268080255417,0.6213939609934283
0.8181184592312143,0.7993394575519797,0.8083526854331174
0.6280556326992501,0.6643243300203696,0.6968943035283787
0.6901969016969678,0.6778371028032512,0.6642120964459947
0.8941869653574382,0.8574112439879645,0.863064239810419
0.5664481654606509,0.5502569956549472,0.47019246338574205
0.8508722982242112,0.8444257927960709,0.8533209707017388
0.5214963989022379,0.4714457365111539,0.5165746194966842
0.8555311139955901,0.867341130588416,0.840547037877859
0.6054294890133147,0.5605345181857336,0.5820338805118864
0.6226734220602426,0.6326497140038612,0.5787085203926885
0.6404872051382455,0.6479197446998796,0.6202240214691388
0.741287648535247,0.7532324429191561,0.7348410173287188
0.7878168987186092,0.8048163926068567,0.7651667862893182
0.8045496959420095,0.7983608656210405,0.778728144379344
0.636361727949433,0.6058765917093157,0.6005522327442526
0.5369865553510162,0.5735731434722254,0.36221324939997374
0.9135211966939975,0.8777324051495715,0.85131522643832
0.7788270412349043,0.7856699919069149,0.7713213403830725
0.7329621411734556,0.7300713148572712,0.7170636194638571
0.6035864765776923,0.6440013320753563,0.5750897891137118
0.8980557300929164,0.8896231966873008,0.8816295782940086
0.8634493449687612,0.8613551362799524,0.8437697798614883
0.49005413773216977,0.45751931692415804,0.4489889464541331
0.7384285599802145,0.7322147176890491,0.717782942913728
0.8896394301771261,0.8407753621138121,0.8210108135836344
0.812617838772549,0.8016574175936161,0.8059024588973678
0.8926412428987793,0.8739518768083898,0.8758072289519606
0.7066147443213623,0.6835743862010708,0.6293097631452748
0.7591830855867155,0.7447453900814835,0.6837815611529294
0.791175145033013,0.7583693005036166,0.7507959358794346
0.876252285516092,0.8787225889413061,0.8654254387092024
0.873459975810245,0.8579467284732573,0.8071559180617726
0.9035186787960406,0.9122812982773995,0.8717336581057566
0.7978389816314273,0.7693719343616072,0.7302663930427127
0.8614778812463364,0.8586756011922234,0.8376373991836337
0.7822478460649328,0.7677839054204401,0.7445626239093582
0.43705673989626037,0.39999883822298954,0.39722387472317244
0.7343518301582321,0.7634802166972297,0.7506929738436344
0.7506064284542954,0.7670392475574701,0.7561026737587776
0.7703025290937421,0.7483986054505881,0.7699189097552037
0.8971127366181064,0.8738488319934231,0.8613202862948558
0.7882457677277817,0.7764160603680677,0.6862677184386495
0.7884897102505352,0.7683941625188933,0.6546560006643732
0.6647586798244697,0.6768257387344867,0.6666636222633716
0.7943575263995132,0.7882850221390966,0.6961591031606691
0.9091311368885349,0.9137852601200477,0.8827665396220356
0.760351021305747,0.7451911432707766,0.7440557149680598
0.6686253599777371,0.6584386240289514,0.6020118326752988
0.3923066991120643,0.3515540350519274,0.21067291477463929
0.8510826228117531,0.8486445366583057,0.8108555296902542
0.9035746090536904,0.8887886160520543,0.8922835026173834
0.722459446033029,0.7212066136560088,0.7055942469619684
0.43082897211228366,0.45060738214198365,0.4190987253702219
0.6664518281856164,0.638966033608198,0.5959248020954483
0.8807984276394477,0.8860437801886931,0.8668107729033752
0.8697176792137724,0.8485873621813138,0.8346405084915833
0.5845829949450135,0.5924165298981139,0.6488884924932633
0.8890656211063525,0.8852875494517675,0.8612952013331273
0.7100730293137577,0.7031915797306839,0.7319644781990697
0.8999359913907996,0.9080198269668053,0.8583340815428329
0.8336139664513684,0.7864394457949473,0.8404450399469992
0.7846803647591055,0.7872755578794317,0.7239955981184475
0.8341511069932057,0.826110455877559,0.8193080392029924
0.7717391257361357,0.7560232654653288,0.7025197202171988
0.8826008512760158,0.8824892810767475,0.8717110423890748
0.7091580123286104,0.6760099086732173,0.6496326294261295
0.8502540798002161,0.8734314832395726,0.7894992917912153
0.4348233393892543,0.4471151945204645,0.5251619927073169
0.6216200461217227,0.6094843662459526,0.5828189388183492
0.7757873740183588,0.7816008970400671,0.7471130752405747
0.6921345113860976,0.703846361550772,0.6382084877481256
0.7269898257007982,0.6970678745787001,0.7136051069248296
0.9042529042104475,0.9143976610751454,0.8992913740570652
0.8162438949838038,0.8218772509100397,0.7852450275340658
0.8890515655110904,0.8663535059086346,0.8458858206420948
0.7020334548024658,0.678465042245722,0.6510516524990998
0.7920065430422426,0.7828370224584819,0.7796016325011303
0.5454809842548196,0.5934345313675575,0.5351253213665164
0.5529100358312911,0.5520831913901288,0.6093476792746757
0.8237749184417746,0.8486691321314752,0.7936989782319067
0.7801745910220332,0.7850479551587725,0.7153881757686608
0.8689019164970068,0.8634785546999875,0.8540895282543614
0.9398332159630869,0.9447515946080823,0.9099204425294466
0.8690405417768124,0.8811345620520646,0.8871440917682308
0.8625598531067337,0.8437180298493995,0.8360535161085446
0.7031638875880847,0.688653149649676,0.7055467829533414
0.7231041565614753,0.7208933304573626,0.6553301301414697
0.6420712222838857,0.6616941882675423,0.6257003207558538
0.6049822624511304,0.4999151318887003,0.4275187271808947
0.85744616613352,0.8580394703010737,0.7978336503424077
0.6796872693740731,0.6562116314121871,0.6222754584149591
0.7991889860566679,0.7537224312936156,0.7384288087866697
0.9235612251026982,0.9271876499652009,0.9085806561350522
0.601786131233962,0.590949616581547,0.601993465892795
0.6788358592859562,0.6838883783704593,0.6139950958645825
0.6988179467572383,0.7334430958483606,0.701332245321702
0.8190646220148552,0.8535103413093741,0.8428570404280066
0.6800754380707015,0.6440849572737344,0.6161238409893428
0.7806026001198357,0.7664377680885119,0.7294205955290481
0.8239634586981334,0.8004963994051674,0.7719988666032688
0.8451294498721522,0.8476774315973625,0.7649893210587888
0.7852181649971516,0.787500933031139,0.800952629284884
0.8272178546462613,0.8402403127520441,0.8406221787404777
0.7339859552911348,0.7119342021628479,0.647707276626907
0.8087852510220829,0.7945494798979252,0.8095426450384614
0.5891071643216549,0.560807645601249,0.523482279768993
0.6396791777477542,0.6616371743266393,0.6128636966358202
0.7709595122670314,0.7701542730798552,0.7221145313922707
0.9500047185292232,0.938351682695224,0.9238172976350955
0.7883785802566652,0.7687198509388949,0.7530867571265203
0.8395041682700161,0.8231490976587669,0.8048621204257591
0.8886648351154397,0.7767637142586483,0.8467793437791427
0.887441260276655,0.874747933957789,0.8661184763414957
0.7483156073359916,0.7281788731978046,0.7224360491686384
0.7246928977592079,0.7082669864337497,0.5913635885872177
0.6513437559239786,0.6444441733819869,0.6540719882452631
0.7682103603315896,0.727655443092208,0.7500996469779565
0.7690417882677505,0.7343123547573734,0.685309418204004
0.8062582662805188,0.7889771632225286,0.7187923371210182
0.8235406389027411,0.7760055315553533,0.7862160046072705
0.8476134007800888,0.8362997102619146,0.7930240910190434
0.8333674768015803,0.8180735604056559,0.7565586607451372
0.7999318320675901,0.7977106636042974,0.7771818630148751
0.7903269333215354,0.7732402671804913,0.7751039755767243
0.6862798641375992,0.6683092494769979,0.6621313960711801
0.8826272180457861,0.8515243018215908,0.8480383537032296
0.7686977480480267,0.7407773930277789,0.7450879531939976
0.691897409430495,0.6744153424163567,0.7040234696857284
0.7166775902009203,0.7346037934677979,0.6967417580096054
0.7947892340283733,0.7900492360384082,0.7601984895601301
0.8738366899411811,0.8448758896620375,0.7868688646071964
0.7669138231292258,0.7961876890648714,0.7610166527338454
0.6092551963260122,0.5936049079578057,0.6750767562226042
0.913043608352651,0.8919724198129267,0.8855067829506483
0.5497365979426871,0.5297024358382538,0.5498101418223487
0.4364830782459877,0.4592055767454491,0.3834729890734167
0.871499002330082,0.8835810143305373,0.8790044788023152
0.8624320111280285,0.8548972058919369,0.8425981411133693
0.6910274631325758,0.6586848867368993,0.6664583686594566
0.5009828878308326,0.5059436327233853,0.37141917423046295
0.8346493651012638,0.8193158777511456,0.791243054441121
0.8911846748395624,0.8705005302199791,0.8664119891938618
0.46042910445781177,0.4660028466688213,0.5031151015083553
0.7648949404234362,0.7431977519089977,0.6836024087594734
0.9102936898167112,0.8921755365065768,0.847092501211969
0.6668669630049505,0.63856456294764,0.6694483171002071
